GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
1343192,2007,Kennesaw,Georgia,31733,6.19,2961.2,27.88,1059,62149,176800,29.7,60.79,20.13,9.91,0.56,6.25,0,2,0.36,435.52,250.66,8.46,14.71,0,0,0
1343192,2008,Kennesaw,Georgia,31733,6.19,3170.34,27.88,1059,62149,176800,29.7,60.79,20.13,9.91,0.56,6.25,0,2,0.36,492,239.92,7.57,15.52,0,0,0
1343192,2009,Kennesaw,Georgia,31733,6.19,3376.63,27.88,1059,62149,176800,29.7,60.79,20.13,9.91,0.56,6.25,0,2,0.36,495.83,207.13,6.13,14.68,0,0,0
1343192,2010,Kennesaw,Georgia,29783,7.64,3585.4,35.58,1071,62111,168800,29.1,58.91,21.86,10.85,0.25,5.2,0.05,2.28,0.61,567.11,271.82,7.58,15.82,0,0,0
1343192,2011,Kennesaw,Georgia,32186,6.16,3736.9,39.55,1122,61817,151800,29.5,55.12,24.37,12.24,0,4.54,0,3.15,0.57,565.51,274.61,7.35,15.13,1,0,0
1343192,2012,Kennesaw,Georgia,32186,6.16,3889.23,39.55,1122,61817,151800,29.5,55.12,24.37,12.24,0,4.54,0,3.15,0.57,500.76,206.76,5.32,12.88,1,0,0
1343192,2013,Kennesaw,Georgia,32186,6.16,4041.61,39.55,1122,61817,151800,29.5,55.12,24.37,12.24,0,4.54,0,3.15,0.57,565.08,178.79,4.42,13.98,1,0,0
1343192,2014,Kennesaw,Georgia,32186,6.16,4191.27,39.55,1122,61817,151800,29.5,55.12,24.37,12.24,0,4.54,0,3.15,0.57,493.39,185.81,4.43,11.77,1,0,0
1343192,2015,Kennesaw,Georgia,32186,6.16,4343.59,39.55,1122,61817,151800,29.5,55.12,24.37,12.24,0,4.54,0,3.15,0.57,598.07,144.13,3.32,13.77,1,0,0
1343192,2016,Kennesaw,Georgia,32186,6.16,4495.1,39.55,1122,61817,151800,29.5,55.12,24.37,12.24,0,4.54,0,3.15,0.57,723.76,156.56,3.48,16.1,0,0,0
1345488,2000,Lawrenceville,Georgia,22397,11.53,3373.5,41.18,702,43299,117600,27.6,69.26,13.34,12.14,0.18,3.16,0.05,1.6,0.26,457.27,213.33,6.32,13.55,0,0,0
1345488,2001,Lawrenceville,Georgia,22397,11.53,3479.94,41.18,702,43299,117600,27.6,69.26,13.34,12.14,0.18,3.16,0.05,1.6,0.26,509.87,275.15,7.91,14.65,0,0,0
1345488,2002,Lawrenceville,Georgia,22397,11.53,3590.94,41.18,702,43299,117600,27.6,69.26,13.34,12.14,0.18,3.16,0.05,1.6,0.26,363.23,217.29,6.05,10.12,0,0,0
1345488,2003,Lawrenceville,Georgia,22397,11.53,3700.59,41.18,702,43299,117600,27.6,69.26,13.34,12.14,0.18,3.16,0.05,1.6,0.26,919.95,429.26,11.6,24.86,0,0,0
1345488,2004,Lawrenceville,Georgia,22397,11.53,3806.91,41.18,702,43299,117600,27.6,69.26,13.34,12.14,0.18,3.16,0.05,1.6,0.26,1261.77,413.49,10.86,33.14,0,0,0
1345488,2005,Lawrenceville,Georgia,28873,13.84,3920.14,41.28,845,48685,155700,31.9,48.74,22.17,23.86,0.05,4.13,0,1.01,0.04,921.14,431.99,11.02,23.5,0,0,0
1345488,2006,Lawrenceville,Georgia,28873,13.84,4028.12,41.28,845,48685,155700,31.9,48.74,22.17,23.86,0.05,4.13,0,1.01,0.04,939.51,347.43,8.63,23.32,0,0,0
1345488,2007,Lawrenceville,Georgia,28873,13.84,4134.41,41.28,845,48685,155700,31.9,48.74,22.17,23.86,0.05,4.13,0,1.01,0.04,970.85,432.86,10.47,23.48,1,0,0
1345488,2008,Lawrenceville,Georgia,28873,13.84,4242.56,41.28,845,48685,155700,31.9,48.74,22.17,23.86,0.05,4.13,0,1.01,0.04,1204.69,488.31,11.51,28.4,0,0,0
1345488,2009,Lawrenceville,Georgia,28873,13.84,4353.06,41.28,845,48685,155700,31.9,48.74,22.17,23.86,0.05,4.13,0,1.01,0.04,1194.48,455.77,10.47,27.44,0,0,0
1345488,2010,Lawrenceville,Georgia,28546,20.11,4460.52,47.78,874,42420,140400,38.5,38.29,31.07,22.34,0.22,5.63,0.05,2.05,0.35,1116.74,530.87,11.9,25.04,0,0,0
1345488,2011,Lawrenceville,Georgia,29738,20.23,4615.12,48.4,875,41743,121700,37.4,37.69,34.79,20.69,0.16,3.47,0,2.88,0.32,974.88,486.34,10.54,21.12,1,0,0
1345488,2012,Lawrenceville,Georgia,29738,20.23,4769.54,48.4,875,41743,121700,37.4,37.69,34.79,20.69,0.16,3.47,0,2.88,0.32,1129.17,483.01,10.13,23.67,0,0,0
1345488,2013,Lawrenceville,Georgia,29738,20.23,4925.26,48.4,875,41743,121700,37.4,37.69,34.79,20.69,0.16,3.47,0,2.88,0.32,961.06,401.87,8.16,19.51,0,0,0
1345488,2014,Lawrenceville,Georgia,29738,20.23,5076.08,48.4,875,41743,121700,37.4,37.69,34.79,20.69,0.16,3.47,0,2.88,0.32,925.34,367.85,7.25,18.23,0,0,0
1345488,2015,Lawrenceville,Georgia,29738,20.23,5231.92,48.4,875,41743,121700,37.4,37.69,34.79,20.69,0.16,3.47,0,2.88,0.32,971.49,409.79,7.83,18.57,0,0,0
1345488,2016,Lawrenceville,Georgia,29738,20.23,5385.1,48.4,875,41743,121700,37.4,37.69,34.79,20.69,0.16,3.47,0,2.88,0.32,933.72,217.55,4.04,17.34,0,0,0
1348288,2000,Mableton,Georgia,29733,8.63,,21.75,642,49426,103400,23.4,57.73,29.04,9.8,0.24,1.35,0.01,1.45,0.38,,,,,0,0,0
1348288,2001,Mableton,Georgia,29733,8.63,2456.82,21.75,642,49426,103400,23.4,57.73,29.04,9.8,0.24,1.35,0.01,1.45,0.38,537.41,340.72,13.87,21.87,0,0,0
1348288,2002,Mableton,Georgia,29733,8.63,2555.47,21.75,642,49426,103400,23.4,57.73,29.04,9.8,0.24,1.35,0.01,1.45,0.38,561.19,381.43,14.93,21.96,0,0,0
1348288,2003,Mableton,Georgia,29733,8.63,2660.62,21.75,642,49426,103400,23.4,57.73,29.04,9.8,0.24,1.35,0.01,1.45,0.38,581.92,404.48,15.2,21.87,0,0,0
1348288,2004,Mableton,Georgia,29733,8.63,2757.65,21.75,642,49426,103400,23.4,57.73,29.04,9.8,0.24,1.35,0.01,1.45,0.38,453.42,333.44,12.09,16.44,0,0,0
1348288,2005,Mableton,Georgia,33466,7.1,2860.15,20.74,893,55252,165500,36,45.49,37.33,14.34,0.12,1.55,0,0.93,0.24,334.41,224.1,7.84,11.69,0,0,0
1348288,2006,Mableton,Georgia,33466,7.1,2957.59,20.74,893,55252,165500,36,45.49,37.33,14.34,0.12,1.55,0,0.93,0.24,416.66,250.18,8.46,14.09,0,0,0
1348288,2007,Mableton,Georgia,33466,7.1,3057.53,20.74,893,55252,165500,36,45.49,37.33,14.34,0.12,1.55,0,0.93,0.24,580.78,381.19,12.47,18.99,0,0,0
1348288,2008,Mableton,Georgia,33466,7.1,3159.99,20.74,893,55252,165500,36,45.49,37.33,14.34,0.12,1.55,0,0.93,0.24,671.73,375.31,11.88,21.26,0,0,0
1348288,2009,Mableton,Georgia,33466,7.1,3261.33,20.74,893,55252,165500,36,45.49,37.33,14.34,0.12,1.55,0,0.93,0.24,499.99,285.38,8.75,15.33,0,0,0
1348288,2010,Mableton,Georgia,37115,12.25,3359.67,25.05,936,56208,159500,34.1,37.96,38.86,18.49,0.27,2.18,0.02,1.9,0.3,715.28,448.13,13.34,21.29,0,0,0
1348288,2011,Mableton,Georgia,39589,14.99,3492.96,30.33,974,54919,151800,37.1,36.12,41.87,16.83,0.05,2.1,0,2.66,0.38,771,494.96,14.17,22.07,1,0,0
1348288,2012,Mableton,Georgia,39589,14.99,3624.64,30.33,974,54919,151800,37.1,36.12,41.87,16.83,0.05,2.1,0,2.66,0.38,771.68,436.74,12.05,21.29,1,0,0
1348288,2013,Mableton,Georgia,39589,14.99,3758.55,30.33,974,54919,151800,37.1,36.12,41.87,16.83,0.05,2.1,0,2.66,0.38,718.85,382.68,10.18,19.13,1,0,0
1348288,2014,Mableton,Georgia,39589,14.99,3886.45,30.33,974,54919,151800,37.1,36.12,41.87,16.83,0.05,2.1,0,2.66,0.38,757.14,411.29,10.58,19.48,1,0,0
1348288,2015,Mableton,Georgia,39589,14.99,4023.52,30.33,974,54919,151800,37.1,36.12,41.87,16.83,0.05,2.1,0,2.66,0.38,884.42,306.99,7.63,21.98,1,0,0
1348288,2016,Mableton,Georgia,39589,14.99,4151.42,30.33,974,54919,151800,37.1,36.12,41.87,16.83,0.05,2.1,0,2.66,0.38,943.92,340.47,8.2,22.74,0,0,0
1349756,2000,Marietta,Georgia,58748,15.71,,62.35,767,40645,149400,26.9,48.59,29.09,16.93,0.21,2.93,0.05,1.74,0.46,,,,,0,0,0
1349756,2001,Marietta,Georgia,58748,15.71,13460.1,62.35,767,40645,149400,26.9,48.59,29.09,16.93,0.21,2.93,0.05,1.74,0.46,1711.59,1090.72,8.1,12.72,0,0,0
1349756,2002,Marietta,Georgia,58748,15.71,13385.72,62.35,767,40645,149400,26.9,48.59,29.09,16.93,0.21,2.93,0.05,1.74,0.46,3575.78,2346.36,17.53,26.71,0,0,0
1349756,2003,Marietta,Georgia,58748,15.71,13307.74,62.35,767,40645,149400,26.9,48.59,29.09,16.93,0.21,2.93,0.05,1.74,0.46,2923.5,1856.11,13.95,21.97,0,0,0
1349756,2004,Marietta,Georgia,58748,15.71,13233.94,62.35,767,40645,149400,26.9,48.59,29.09,16.93,0.21,2.93,0.05,1.74,0.46,3590.06,2069.38,15.64,27.13,0,0,0
1349756,2005,Marietta,Georgia,65009,12.34,13166.86,54.51,851,45428,219300,30.5,44.34,28.77,20.99,0.08,2.56,0,1.55,1.72,3395.46,1876.59,14.25,25.79,0,0,0
1349756,2006,Marietta,Georgia,65009,12.34,13094.3,54.51,851,45428,219300,30.5,44.34,28.77,20.99,0.08,2.56,0,1.55,1.72,3131.44,1509.6,11.53,23.91,0,0,0
1349756,2007,Marietta,Georgia,65009,12.34,13021.24,54.51,851,45428,219300,30.5,44.34,28.77,20.99,0.08,2.56,0,1.55,1.72,3136.11,1765.48,13.56,24.08,0,0,0
1349756,2008,Marietta,Georgia,65009,12.34,12941.15,54.51,851,45428,219300,30.5,44.34,28.77,20.99,0.08,2.56,0,1.55,1.72,3672.93,1913.66,14.79,28.38,0,0,0
1349756,2009,Marietta,Georgia,65009,12.34,12870.49,54.51,851,45428,219300,30.5,44.34,28.77,20.99,0.08,2.56,0,1.55,1.72,3329.92,1900.87,14.77,25.87,0,0,0
1349756,2010,Marietta,Georgia,56579,18.01,12796.29,57.73,879,45014,215800,31.7,42.85,30.69,20.56,0.19,2.92,0.08,2,0.71,3407.11,1826.05,14.27,26.63,0,0,0
1349756,2011,Marietta,Georgia,58906,15.38,13181.5,57.91,900,44953,211500,33.3,46.24,32.49,16.68,0.06,2.53,0.05,1.74,0.22,3660.92,1916.74,14.54,27.77,1,0,0
1349756,2012,Marietta,Georgia,58906,15.38,13566.69,57.91,900,44953,211500,33.3,46.24,32.49,16.68,0.06,2.53,0.05,1.74,0.22,3516.8,1659.77,12.23,25.92,1,0,0
1349756,2013,Marietta,Georgia,58906,15.38,13960.75,57.91,900,44953,211500,33.3,46.24,32.49,16.68,0.06,2.53,0.05,1.74,0.22,3124.24,1137.36,8.15,22.38,1,0,0
1349756,2014,Marietta,Georgia,58906,15.38,14336.96,57.91,900,44953,211500,33.3,46.24,32.49,16.68,0.06,2.53,0.05,1.74,0.22,2728.11,1227.04,8.56,19.03,1,0,0
1349756,2015,Marietta,Georgia,58906,15.38,14726.83,57.91,900,44953,211500,33.3,46.24,32.49,16.68,0.06,2.53,0.05,1.74,0.22,2868.52,848.61,5.76,19.48,1,0,0
1349756,2016,Marietta,Georgia,58906,15.38,15107.36,57.91,900,44953,211500,33.3,46.24,32.49,16.68,0.06,2.53,0.05,1.74,0.22,2540.95,875.33,5.79,16.82,0,0,0
1351670,2000,Milton,Georgia,,,,,,,,,,,,,,,,,,,,,0,0,0
1351670,2001,Milton,Georgia,,,1209.07,,,,,,,,,,,,,,112.45,0.01,0,9.3,0,0,0
1351670,2002,Milton,Georgia,,,1351.38,,,,,,,,,,,,,,170.09,1.58,0.12,12.59,0,0,0
1351670,2003,Milton,Georgia,,,1495.18,,,,,,,,,,,,,,246.52,0,0,16.49,0,0,0
1351670,2004,Milton,Georgia,,,1639.18,,,,,,,,,,,,,,220.63,0.54,0.03,13.46,0,0,0
1351670,2005,Milton,Georgia,15572,2.82,1784.01,18.92,1017,117608,466400,22.7,80.03,6.24,4.76,0,7.8,0,0.88,0.29,282.41,1.71,0.1,15.83,0,0,0
1351670,2006,Milton,Georgia,15572,2.82,1925.11,18.92,1017,117608,466400,22.7,80.03,6.24,4.76,0,7.8,0,0.88,0.29,248,27.15,1.41,12.88,0,0,0
1351670,2007,Milton,Georgia,15572,2.82,2068.1,18.92,1017,117608,466400,22.7,80.03,6.24,4.76,0,7.8,0,0.88,0.29,191.39,22.08,1.07,9.25,1,0,0
1351670,2008,Milton,Georgia,15572,2.82,2211.91,18.92,1017,117608,466400,22.7,80.03,6.24,4.76,0,7.8,0,0.88,0.29,237.03,43.8,1.98,10.72,0,0,0
1351670,2009,Milton,Georgia,15572,2.82,2354.22,18.92,1017,117608,466400,22.7,80.03,6.24,4.76,0,7.8,0,0.88,0.29,252.07,65.11,2.77,10.71,1,0,0
1351670,2010,Milton,Georgia,32661,5.36,2498.02,26.1,1152,116890,462700,26,72.42,8.77,6,0.18,10.35,0.03,1.79,0.47,235.5,86.34,3.46,9.43,1,0,0
1351670,2011,Milton,Georgia,35799,3.06,2614.11,30.83,1177,111778,459500,21,68.37,10.86,9.52,0.1,8.89,0,1.89,0.36,303.85,95.03,3.64,11.62,0,0,0
1351670,2012,Milton,Georgia,35799,3.06,2728.16,30.83,1177,111778,459500,21,68.37,10.86,9.52,0.1,8.89,0,1.89,0.36,288.81,73.94,2.71,10.59,1,0,0
1351670,2013,Milton,Georgia,35799,3.06,2849.49,30.83,1177,111778,459500,21,68.37,10.86,9.52,0.1,8.89,0,1.89,0.36,193.12,20.41,0.72,6.78,1,0,0
1351670,2014,Milton,Georgia,35799,3.06,2963.18,30.83,1177,111778,459500,21,68.37,10.86,9.52,0.1,8.89,0,1.89,0.36,244.15,14,0.47,8.24,0,0,0
1351670,2015,Milton,Georgia,35799,3.06,3078.63,30.83,1177,111778,459500,21,68.37,10.86,9.52,0.1,8.89,0,1.89,0.36,243.76,43.96,1.43,7.92,0,0,0
1351670,2016,Milton,Georgia,35799,3.06,3193.33,30.83,1177,111778,459500,21,68.37,10.86,9.52,0.1,8.89,0,1.89,0.36,183.57,34.38,1.08,5.75,0,0,0
1355020,2000,Newnan,Georgia,16242,19.7,3361.56,53.21,622,36142,114200,27.2,51.39,41.81,4.96,0.15,0.73,0.02,0.85,0.1,319.5,58.99,1.75,9.5,0,0,0
1355020,2001,Newnan,Georgia,16242,19.7,3595.36,53.21,622,36142,114200,27.2,51.39,41.81,4.96,0.15,0.73,0.02,0.85,0.1,512.47,129.67,3.61,14.25,0,0,0
1355020,2002,Newnan,Georgia,16242,19.7,3828.55,53.21,622,36142,114200,27.2,51.39,41.81,4.96,0.15,0.73,0.02,0.85,0.1,597.26,156.37,4.08,15.6,0,0,0
1355020,2003,Newnan,Georgia,16242,19.7,4064.78,53.21,622,36142,114200,27.2,51.39,41.81,4.96,0.15,0.73,0.02,0.85,0.1,688.99,149.94,3.69,16.95,0,0,0
1355020,2004,Newnan,Georgia,16242,19.7,4298.03,53.21,622,36142,114200,27.2,51.39,41.81,4.96,0.15,0.73,0.02,0.85,0.1,770.34,232.27,5.4,17.92,0,0,0
1355020,2005,Newnan,Georgia,28388,14.08,4531.77,47.71,874,50531,185400,28.4,58.2,29.9,8.02,0.05,2.39,0.13,1.06,0.25,788.8,305.11,6.73,17.41,0,0,0
1355020,2006,Newnan,Georgia,28388,14.08,4762.7,47.71,874,50531,185400,28.4,58.2,29.9,8.02,0.05,2.39,0.13,1.06,0.25,550.29,102.1,2.14,11.55,0,0,0
1355020,2007,Newnan,Georgia,28388,14.08,,47.71,874,50531,185400,28.4,58.2,29.9,8.02,0.05,2.39,0.13,1.06,0.25,,,,,0,0,0
1355020,2008,Newnan,Georgia,28388,14.08,,47.71,874,50531,185400,28.4,58.2,29.9,8.02,0.05,2.39,0.13,1.06,0.25,,,,,0,0,0
1355020,2009,Newnan,Georgia,28388,14.08,,47.71,874,50531,185400,28.4,58.2,29.9,8.02,0.05,2.39,0.13,1.06,0.25,,,,,0,0,0
1355020,2010,Newnan,Georgia,33039,13.67,5699.17,46.56,935,50563,182000,29.3,54.31,29.74,10.95,0.15,2.57,0.06,2.05,0.18,739.39,498.77,8.75,12.97,1,0,0
1355020,2011,Newnan,Georgia,35224,19.6,5917.86,46.65,919,50052,178700,29.8,52.75,30.58,11.52,0,2.85,0,1.72,0.58,1093.27,483.08,8.16,18.47,0,0,0
1355020,2012,Newnan,Georgia,35224,19.6,6130.11,46.65,919,50052,178700,29.8,52.75,30.58,11.52,0,2.85,0,1.72,0.58,984.55,187.04,3.05,16.06,1,0,0
1355020,2013,Newnan,Georgia,35224,19.6,6351.18,46.65,919,50052,178700,29.8,52.75,30.58,11.52,0,2.85,0,1.72,0.58,1167.88,591.77,9.32,18.39,0,0,0
1355020,2014,Newnan,Georgia,35224,19.6,6564.35,46.65,919,50052,178700,29.8,52.75,30.58,11.52,0,2.85,0,1.72,0.58,1124.74,581.15,8.85,17.13,0,0,0
1355020,2015,Newnan,Georgia,35224,19.6,6782.12,46.65,919,50052,178700,29.8,52.75,30.58,11.52,0,2.85,0,1.72,0.58,723.7,57.16,0.84,10.67,1,0,0
1355020,2016,Newnan,Georgia,35224,19.6,6995.29,46.65,919,50052,178700,29.8,52.75,30.58,11.52,0,2.85,0,1.72,0.58,701.29,189.67,2.71,10.03,1,0,0
1359724,2000,Peachtree City,Georgia,31580,2.29,2025.56,18.85,990,76458,190900,24.9,85.09,6,3.75,0.13,3.65,0.03,1.16,0.19,222.82,60.42,2.98,11,0,0,0
1359724,2001,Peachtree City,Georgia,31580,2.29,2123.52,18.85,990,76458,190900,24.9,85.09,6,3.75,0.13,3.65,0.03,1.16,0.19,334.57,55.31,2.6,15.76,0,0,0
1359724,2002,Peachtree City,Georgia,31580,2.29,2218.91,18.85,990,76458,190900,24.9,85.09,6,3.75,0.13,3.65,0.03,1.16,0.19,403.71,65.65,2.96,18.19,0,0,0
1359724,2003,Peachtree City,Georgia,31580,2.29,2319.47,18.85,990,76458,190900,24.9,85.09,6,3.75,0.13,3.65,0.03,1.16,0.19,436.35,45.02,1.94,18.81,0,0,0
1359724,2004,Peachtree City,Georgia,31580,2.29,2415.85,18.85,990,76458,190900,24.9,85.09,6,3.75,0.13,3.65,0.03,1.16,0.19,352.95,50.89,2.11,14.61,0,0,0
1359724,2005,Peachtree City,Georgia,34388,2.79,2519.2,19.89,1064,93072,277600,27.3,82.11,8.41,3.34,0.23,4.43,0.17,0.94,0.37,532.12,73.71,2.93,21.12,0,0,0
1359724,2006,Peachtree City,Georgia,34388,2.79,2613.71,19.89,1064,93072,277600,27.3,82.11,8.41,3.34,0.23,4.43,0.17,0.94,0.37,630.34,168.37,6.44,24.12,0,0,0
1359724,2007,Peachtree City,Georgia,34388,2.79,2712.54,19.89,1064,93072,277600,27.3,82.11,8.41,3.34,0.23,4.43,0.17,0.94,0.37,576.55,131.11,4.83,21.26,0,0,0
1359724,2008,Peachtree City,Georgia,34388,2.79,2811.66,19.89,1064,93072,277600,27.3,82.11,8.41,3.34,0.23,4.43,0.17,0.94,0.37,400.95,94.24,3.35,14.26,0,0,0
1359724,2009,Peachtree City,Georgia,34388,2.79,2908.5,19.89,1064,93072,277600,27.3,82.11,8.41,3.34,0.23,4.43,0.17,0.94,0.37,199.97,74.26,2.55,6.88,1,0,0
1359724,2010,Peachtree City,Georgia,34364,4.22,3005.01,23.83,1157,91349,277800,26.4,77.96,7.3,7.11,0.19,5.27,0.05,1.93,0.2,163.44,122.46,4.08,5.44,1,0,0
1359724,2011,Peachtree City,Georgia,34868,5.94,3087.62,27.69,1196,85420,274600,26.3,75.72,8.12,7.35,0.35,5.38,0.09,2.99,0,148.36,106.23,3.44,4.8,1,0,0
1359724,2012,Peachtree City,Georgia,34868,5.94,3165.85,27.69,1196,85420,274600,26.3,75.72,8.12,7.35,0.35,5.38,0.09,2.99,0,140.86,92.52,2.92,4.45,1,0,0
1359724,2013,Peachtree City,Georgia,34868,5.94,3250.83,27.69,1196,85420,274600,26.3,75.72,8.12,7.35,0.35,5.38,0.09,2.99,0,162.39,84.04,2.59,5,1,0,0
1359724,2014,Peachtree City,Georgia,34868,5.94,3326.93,27.69,1196,85420,274600,26.3,75.72,8.12,7.35,0.35,5.38,0.09,2.99,0,160.28,76.19,2.29,4.82,1,0,0
1359724,2015,Peachtree City,Georgia,34868,5.94,3408.74,27.69,1196,85420,274600,26.3,75.72,8.12,7.35,0.35,5.38,0.09,2.99,0,143.42,65.03,1.91,4.21,1,0,0
1359724,2016,Peachtree City,Georgia,34868,5.94,3487.77,27.69,1196,85420,274600,26.3,75.72,8.12,7.35,0.35,5.38,0.09,2.99,0,105.62,64.88,1.86,3.03,1,0,0
1359735,2011,Peachtree Corners,Georgia,39910,8.91,,45.23,930,65319,280100,28.5,51.86,23.39,14.09,0,8.81,0.02,1.74,0.1,,,,,0,0,0
1359735,2012,Peachtree Corners,Georgia,39910,8.91,,45.23,930,65319,280100,28.5,51.86,23.39,14.09,0,8.81,0.02,1.74,0.1,,,,,0,0,0
1359735,2013,Peachtree Corners,Georgia,39910,8.91,,45.23,930,65319,280100,28.5,51.86,23.39,14.09,0,8.81,0.02,1.74,0.1,,,,,0,0,0
1359735,2014,Peachtree Corners,Georgia,39910,8.91,,45.23,930,65319,280100,28.5,51.86,23.39,14.09,0,8.81,0.02,1.74,0.1,,,,,0,0,0
1359735,2015,Peachtree Corners,Georgia,39910,8.91,,45.23,930,65319,280100,28.5,51.86,23.39,14.09,0,8.81,0.02,1.74,0.1,,,,,0,0,0
1359735,2016,Peachtree Corners,Georgia,39910,8.91,,45.23,930,65319,280100,28.5,51.86,23.39,14.09,0,8.81,0.02,1.74,0.1,,,,,0,0,0
1363952,2000,Redan,Georgia,33841,5.47,2922,24.87,802,51564,103000,25.9,5.29,90.62,1.78,0.12,0.7,0.03,1.24,0.22,1087,277,9.48,37.2,0,0,0
1363952,2001,Redan,Georgia,33841,5.47,3033,24.87,802,51564,103000,25.9,5.29,90.62,1.78,0.12,0.7,0.03,1.24,0.22,1080,297,9.79,35.61,0,0,0
1363952,2002,Redan,Georgia,33841,5.47,3140,24.87,802,51564,103000,25.9,5.29,90.62,1.78,0.12,0.7,0.03,1.24,0.22,904,213,6.78,28.79,0,0,0
1363952,2003,Redan,Georgia,33841,5.47,3253,24.87,802,51564,103000,25.9,5.29,90.62,1.78,0.12,0.7,0.03,1.24,0.22,1089,361,11.1,33.48,0,0,0
1363952,2004,Redan,Georgia,33841,5.47,3362,24.87,802,51564,103000,25.9,5.29,90.62,1.78,0.12,0.7,0.03,1.24,0.22,1339,464,13.8,39.83,0,0,0
1363952,2005,Redan,Georgia,36345,11.64,3474,32.78,978,48475,136500,32.9,3.44,90.72,3.03,0,1.72,0,1.03,0.05,1280,525,15.11,36.85,0,0,0
1363952,2006,Redan,Georgia,36345,11.64,3579,32.78,978,48475,136500,32.9,3.44,90.72,3.03,0,1.72,0,1.03,0.05,1328,520,14.53,37.11,0,0,0
1363952,2007,Redan,Georgia,36345,11.64,3691,32.78,978,48475,136500,32.9,3.44,90.72,3.03,0,1.72,0,1.03,0.05,1595,617,16.72,43.21,0,0,0
1363952,2008,Redan,Georgia,36345,11.64,3800,32.78,978,48475,136500,32.9,3.44,90.72,3.03,0,1.72,0,1.03,0.05,1550,517,13.61,40.79,0,0,0
1363952,2009,Redan,Georgia,36345,11.64,3912,32.78,978,48475,136500,32.9,3.44,90.72,3.03,0,1.72,0,1.03,0.05,1795,660,16.87,45.88,0,0,0
1363952,2010,Redan,Georgia,33015,13.22,4019,33.61,1092,44763,117000,36.1,2.58,92.69,2.42,0.21,0.5,0.02,1.38,0.2,1641,494,12.29,40.83,0,0,0
1363952,2011,Redan,Georgia,32614,12.77,4152,38.16,1027,46212,89100,36.2,3.07,90.95,2.01,0.2,1.37,0,1.91,0.48,2122,791,19.05,51.11,0,0,0
1363952,2012,Redan,Georgia,32614,12.77,4282,38.16,1027,46212,89100,36.2,3.07,90.95,2.01,0.2,1.37,0,1.91,0.48,2025,746,17.42,47.29,0,0,0
1363952,2013,Redan,Georgia,32614,12.77,4420,38.16,1027,46212,89100,36.2,3.07,90.95,2.01,0.2,1.37,0,1.91,0.48,2003,685,15.5,45.32,0,0,0
1363952,2014,Redan,Georgia,32614,12.77,4548,38.16,1027,46212,89100,36.2,3.07,90.95,2.01,0.2,1.37,0,1.91,0.48,2058,731,16.07,45.25,0,0,0
1363952,2015,Redan,Georgia,32614,12.77,4682,38.16,1027,46212,89100,36.2,3.07,90.95,2.01,0.2,1.37,0,1.91,0.48,2276,684,14.61,48.61,0,0,0
1363952,2016,Redan,Georgia,32614,12.77,4811,38.16,1027,46212,89100,36.2,3.07,90.95,2.01,0.2,1.37,0,1.91,0.48,2323,673,13.99,48.29,0,0,0
1367284,2000,Roswell,Georgia,79334,5.03,,33.04,894,71726,207700,24.6,75.47,8.34,10.61,0.13,3.7,0.03,1.47,0.24,,,,,0,0,0
1367284,2001,Roswell,Georgia,79334,5.03,10206.01,33.04,894,71726,207700,24.6,75.47,8.34,10.61,0.13,3.7,0.03,1.47,0.24,1623.48,12.11,0.12,15.91,0,0,0
1367284,2002,Roswell,Georgia,79334,5.03,10330.91,33.04,894,71726,207700,24.6,75.47,8.34,10.61,0.13,3.7,0.03,1.47,0.24,1600.92,20.08,0.19,15.5,0,0,0
1367284,2003,Roswell,Georgia,79334,5.03,10464.58,33.04,894,71726,207700,24.6,75.47,8.34,10.61,0.13,3.7,0.03,1.47,0.24,1673.14,1,0.01,15.99,0,0,0
1367284,2004,Roswell,Georgia,79334,5.03,10590.25,33.04,894,71726,207700,24.6,75.47,8.34,10.61,0.13,3.7,0.03,1.47,0.24,1540.86,3,0.03,14.55,0,0,0
1367284,2005,Roswell,Georgia,86969,3.78,10731.13,26.01,973,79733,304000,29.7,69.96,7.79,16.71,0.08,3.9,0.03,1.35,0.2,1606.06,10.88,0.1,14.97,0,0,0
1367284,2006,Roswell,Georgia,86969,3.78,10851.24,26.01,973,79733,304000,29.7,69.96,7.79,16.71,0.08,3.9,0.03,1.35,0.2,1648.03,142.69,1.31,15.19,0,0,0
1367284,2007,Roswell,Georgia,86969,3.78,10980.91,26.01,973,79733,304000,29.7,69.96,7.79,16.71,0.08,3.9,0.03,1.35,0.2,1688.16,211.3,1.92,15.37,1,0,0
1367284,2008,Roswell,Georgia,86969,3.78,11110.57,26.01,973,79733,304000,29.7,69.96,7.79,16.71,0.08,3.9,0.03,1.35,0.2,1956.88,332.96,3,17.61,0,0,0
1367284,2009,Roswell,Georgia,86969,3.78,11237.47,26.01,973,79733,304000,29.7,69.96,7.79,16.71,0.08,3.9,0.03,1.35,0.2,1578.69,460.93,4.1,14.05,1,0,0
